CustomerID,Recency,Frequency,Monetary,Tenure,ReturnRate,Churn,Churn_Probability,Retention_Action
13860,17,1,405.88,0,0.011363636,0,0.592486453,Low Risk – Engagement Campaign
13862,3,7,2089.7,259,0.003893576,0,0.167817778,No Action
13863,178,1,305.78,0,0.022321429,1,0.70402368,Medium Risk – 15% Discount Email
13865,67,3,383.34,152,0,0,0.447625335,Low Risk – Engagement Campaign
13866,5,1,145.67,0,0,1,0.582261932,Low Risk – Engagement Campaign
13867,5,2,582.64,143,0,0,0.469557177,Low Risk – Engagement Campaign
13869,54,4,3083.65,233,0,1,0.34867973,No Action
13870,32,5,2179.47,186,0.003780718,0,0.291240279,No Action
13871,23,9,4612.64,216,0.002564103,0,0.117509591,No Action
13873,50,3,389.6,190,0.014285714,1,0.424596673,Low Risk – Engagement Campaign
13874,288,1,540.45,0,0,1,0.765972603,Medium Risk – 15% Discount Email
13875,64,4,1424.8,167,0,0,0.376441477,No Action
13877,17,1,117.24,0,0,1,0.591055897,Low Risk – Engagement Campaign
13880,18,11,2501.02,279,0,0,0.06656263,No Action
13881,2,12,9724.18,240,0.002649007,0,0.051618817,No Action
13883,149,4,1742.78,34,0.067477876,0,0.491349299,Low Risk – Engagement Campaign
13884,20,4,540.5,194,0.014018692,0,0.339830297,No Action
13885,120,2,506.8,11,0,1,0.598733246,Low Risk – Engagement Campaign
13886,2,1,243.56,0,0,1,0.580021001,Low Risk – Engagement Campaign
13887,134,1,349.55,0,0,1,0.672859138,Medium Risk – 15% Discount Email
13888,50,2,595.67,98,0,1,0.518367891,Low Risk – Engagement Campaign
13889,23,1,416.9,0,0,1,0.595315211,Low Risk – Engagement Campaign
13890,38,2,501.11,251,0.007380074,0,0.459807073,Low Risk – Engagement Campaign
13892,177,1,54.52,0,0,0,0.700860011,Medium Risk – 15% Discount Email
13893,228,1,821.1,0,0,1,0.731876409,Medium Risk – 15% Discount Email
13894,241,1,160.85,0,0.057142857,0,0.745817823,Medium Risk – 15% Discount Email
13895,74,2,937.3,21,0,0,0.561543163,Low Risk – Engagement Campaign
13898,256,1,155.93,0,0,1,0.748326351,Medium Risk – 15% Discount Email
13899,205,1,298.5,0,0,0,0.718198018,Medium Risk – 15% Discount Email
13900,113,3,740.95,79,0,1,0.506184013,Low Risk – Engagement Campaign
13901,3,5,2867.2,246,0,1,0.257392759,No Action
13904,225,1,201.12,0,0,0,0.730283507,Medium Risk – 15% Discount Email
13908,10,4,2369.55,196,0.00541272,1,0.330811021,No Action
13911,75,8,2437.63,163,0,0,0.178981531,No Action
13917,122,1,65.38,0,0,0,0.664933849,Medium Risk – 15% Discount Email
13918,183,1,198.2,0,0,0,0.704597284,Medium Risk – 15% Discount Email
13919,52,1,213.15,0,0,0,0.616290776,Medium Risk – 15% Discount Email
13922,282,1,172.25,0,0,1,0.76281284,Medium Risk – 15% Discount Email
13924,3,1,679.03,0,0,0,0.580593063,Low Risk – Engagement Campaign
13925,23,4,678.25,42,0.009063444,1,0.387786457,No Action
13927,5,1,348.99,0,0,1,0.582185875,Low Risk – Engagement Campaign
13928,37,2,225.45,26,0,0,0.532507114,Low Risk – Engagement Campaign
13929,100,2,842.65,157,0.027972028,1,0.540303241,Low Risk – Engagement Campaign
13930,67,1,210,0,0,0,0.626941255,Medium Risk – 15% Discount Email
13931,26,2,1237.53,185,0.005517241,1,0.47200755,Low Risk – Engagement Campaign
13932,225,1,307.4,0,0,1,0.730251311,Medium Risk – 15% Discount Email
13933,40,2,608.79,39,0,1,0.530326972,Low Risk – Engagement Campaign
13934,194,1,922.1,0,0,1,0.711232519,Medium Risk – 15% Discount Email
13936,110,1,376.58,0,0.018181818,1,0.659000522,Medium Risk – 15% Discount Email
13937,99,1,158.85,0,0,1,0.649260262,Medium Risk – 15% Discount Email
13939,39,2,390.21,203,0.00608828,0,0.476250959,Low Risk – Engagement Campaign
13940,47,2,391.06,27,0,0,0.539621308,Low Risk – Engagement Campaign
13941,20,4,3859.3,283,0.032058493,0,0.314977929,No Action
13946,10,3,561.57,188,0,1,0.394056835,No Action
13948,291,1,102,0,0,1,0.767712263,Medium Risk – 15% Discount Email
13949,8,2,909.26,16,0,0,0.513713978,Low Risk – Engagement Campaign
13950,4,2,323.66,173,0,0,0.459021193,Low Risk – Engagement Campaign
13951,106,3,674.45,118,0,1,0.488013789,Low Risk – Engagement Campaign
13952,148,2,3251.071,20,0.004192872,1,0.615600311,Medium Risk – 15% Discount Email
13953,46,5,2604.36,236,0,0,0.28575012,No Action
13954,1,1,227.41,0,0,0,0.579291568,Low Risk – Engagement Campaign
13955,84,2,322.96,151,0,1,0.52656122,Low Risk – Engagement Campaign
13956,68,3,676.07,133,0,0,0.454493256,Low Risk – Engagement Campaign
13959,10,3,594.04,283,0,1,0.364429796,No Action
13960,2,1,128.1,0,0,0,0.580064255,Low Risk – Engagement Campaign
13962,176,1,117.6,0,0,0,0.700206409,Medium Risk – 15% Discount Email
13963,239,4,664.54,59,0,1,0.541852904,Low Risk – Engagement Campaign
13967,76,1,80.7,0,0,1,0.633319175,Medium Risk – 15% Discount Email
13969,38,11,3883.23,257,0,0,0.072202314,No Action
13971,37,6,1985.9,179,0.018018018,0,0.245897928,No Action
13972,1,2,190.25,131,0,1,0.470659673,Low Risk – Engagement Campaign
13973,218,1,264.7,0,0,1,0.72608193,Medium Risk – 15% Discount Email
13975,59,4,1466.67,148,0.007383966,0,0.379768408,No Action
13976,137,1,357.98,0,0,1,0.674846491,Medium Risk – 15% Discount Email
13979,4,1,869.87,0,0,1,0.581256481,Low Risk – Engagement Campaign
13982,94,3,1230.14,202,0.005108557,0,0.45178891,Low Risk – Engagement Campaign
13983,19,9,2063.54,278,0,0,0.108326484,No Action
13984,57,4,819.33,239,0.630602782,0,0.43364114,Low Risk – Engagement Campaign
13985,2,8,3791.26,192,0.004268943,0,0.144090367,No Action
13988,3,4,3185.31,181,0.000422654,0,0.329636791,No Action
13989,170,1,896.67,0,0,0,0.69613742,Medium Risk – 15% Discount Email
13990,144,1,311.3,0,0,1,0.679481383,Medium Risk – 15% Discount Email
13991,6,2,337.2,68,0,0,0.495206976,Low Risk – Engagement Campaign
13993,20,7,2632.31,241,0.00807537,0,0.178799169,No Action
13994,8,3,780.63,70,0,0,0.430368213,Low Risk – Engagement Campaign
13995,46,3,871.9,130,0.019736842,0,0.441713413,Low Risk – Engagement Campaign
13999,26,9,2868.97,265,0.006924409,0,0.112349944,No Action
14000,141,1,635.66,0,0.004225352,1,0.677914017,Medium Risk – 15% Discount Email
14001,163,2,1309.14,140,0.004746835,0,0.589167431,Low Risk – Engagement Campaign
14002,64,2,529.73,22,0,1,0.55392541,Low Risk – Engagement Campaign
14004,9,6,3769.49,210,0,0,0.221140421,No Action
14005,6,4,977.68,140,0,0,0.344500713,No Action
14006,46,3,962.19,196,0,1,0.417550482,Low Risk – Engagement Campaign
14009,129,2,695.61,7,0.010958904,1,0.60790252,Medium Risk – 15% Discount Email
14012,208,1,328.8,0,0,1,0.720017767,Medium Risk – 15% Discount Email
14013,41,3,473.02,165,0,1,0.424064173,Low Risk – Engagement Campaign
14014,8,1,505.18,0,0,1,0.584328625,Low Risk – Engagement Campaign
14016,92,4,4341.21,195,0.000470588,1,0.386636182,No Action
14019,29,2,800.53,39,0.005424955,0,0.522733559,Low Risk – Engagement Campaign
14020,19,1,331.14,0,0,0,0.592434885,Low Risk – Engagement Campaign
14021,86,3,631.9,101,0,1,0.478578251,Low Risk – Engagement Campaign
14022,156,1,440,0,0,1,0.687275827,Medium Risk – 15% Discount Email
14023,181,1,273.14,0,0,0,0.703315124,Medium Risk – 15% Discount Email
14024,52,2,327.7,2,0,1,0.551597218,Low Risk – Engagement Campaign
14029,74,1,165.2,0,0,0,0.631885852,Medium Risk – 15% Discount Email
14030,20,7,1816.81,276,0,0,0.171627165,No Action
14031,4,14,11219.15,298,0.050958392,0,0.029751635,No Action
14032,18,7,2147.57,279,0.013767209,0,0.171228333,No Action
14034,88,2,473.91,0,0.351791531,0,0.626044138,Medium Risk – 15% Discount Email
14035,38,3,837.26,190,0,0,0.413662519,Low Risk – Engagement Campaign
14036,215,1,626.65,0,0,1,0.724166022,Medium Risk – 15% Discount Email
14037,107,2,147.2,188,0,1,0.531714263,Low Risk – Engagement Campaign
14038,9,3,1560.38,128,0.002072539,1,0.41236383,Low Risk – Engagement Campaign
14040,25,10,2734.46,236,0.023328149,0,0.092285135,No Action
14041,197,1,141.41,0,0,1,0.713334389,Medium Risk – 15% Discount Email
14044,34,3,535.71,206,0,0,0.405728782,Low Risk – Engagement Campaign
14045,40,4,1659.75,264,0,1,0.33048692,No Action
14046,215,1,154.99,0,0,1,0.72431089,Medium Risk – 15% Discount Email
14047,4,4,957.46,299,0.014705882,0,0.299076697,No Action
14048,236,1,409.93,0,0.048611111,1,0.741958914,Medium Risk – 15% Discount Email
14049,89,3,3244.74,159,0.005116279,0,0.461409548,Low Risk – Engagement Campaign
14050,37,1,485.98,0,0,0,0.60542848,Medium Risk – 15% Discount Email
14051,22,16,9271.84,274,0.006558811,0,0.018924689,No Action
14053,55,2,260.25,35,0,1,0.543035773,Low Risk – Engagement Campaign
14055,37,1,725.64,0,0,1,0.60534043,Medium Risk – 15% Discount Email
14056,14,18,5588.03,200,0.007037534,0,0.012174864,No Action
14057,20,14,5137.24,271,0.040028592,0,0.03237766,No Action
14059,197,1,183.6,0,0,1,0.71332112,Medium Risk – 15% Discount Email
14060,10,16,5135.6,293,0.002590674,0,0.017890452,No Action
14062,2,11,9225.47,292,0,0,0.062001478,No Action
14064,43,4,1097.03,161,0.285714286,0,0.40141627,Low Risk – Engagement Campaign
14066,197,1,152.55,0,0,1,0.713330885,Medium Risk – 15% Discount Email
14067,27,1,224.67,0,0,0,0.598291741,Low Risk – Engagement Campaign
14068,250,1,265.85,0,0,1,0.744867937,Medium Risk – 15% Discount Email
14071,191,2,356.81,4,0.322033898,0,0.69091607,Medium Risk – 15% Discount Email
14075,191,1,307.92,0,0,0,0.709563804,Medium Risk – 15% Discount Email
14076,60,1,118.67,0,0,1,0.622019198,Medium Risk – 15% Discount Email
14077,9,4,366.7,195,0,0,0.330446801,No Action
14078,32,6,1049.37,271,0,1,0.219903228,No Action
14079,55,1,375.1,0,0,1,0.618371182,Medium Risk – 15% Discount Email
14081,232,2,921.62,67,0.005067568,1,0.660670628,Medium Risk – 15% Discount Email
14082,295,1,182.25,0,0,1,0.769836625,Medium Risk – 15% Discount Email
14083,57,7,533.39,245,0,0,0.194753674,No Action
14085,72,12,3220.94,227,0.000456621,0,0.064550622,No Action
14088,59,7,25507.89,193,0.010178117,0,0.201459498,No Action
14090,255,1,76.32,0,0,1,0.747780522,Medium Risk – 15% Discount Email
14092,30,10,2745.42,258,0.002006689,0,0.090129175,No Action
14096,5,6,9286.7,27,0.002977456,0,0.262018856,No Action
14099,51,8,2309.92,234,0.001158749,0,0.155918289,No Action
14100,68,1,191.95,0,0,1,0.627653467,Medium Risk – 15% Discount Email
14101,4,6,5976.79,252,0,1,0.20863745,No Action
14104,85,2,216.21,11,0,1,0.57321669,Low Risk – Engagement Campaign
14105,169,1,1266.23,0,0.0025,1,0.69567472,Medium Risk – 15% Discount Email
14107,27,6,2461.94,268,0.003113325,0,0.217928796,No Action
14108,32,1,291.33,0,0.004784689,0,0.602531171,Medium Risk – 15% Discount Email
14109,3,1,144.2,0,0,1,0.580793336,Low Risk – Engagement Campaign
14110,17,7,4165.61,180,0.001071237,0,0.188615072,No Action
14111,26,3,295.5,146,0.004950495,0,0.419902412,Low Risk – Engagement Campaign
14112,61,4,1900.82,145,0.022648084,0,0.383992242,No Action
14113,8,2,926.38,276,0.334355828,0,0.4744512,Low Risk – Engagement Campaign
14114,204,2,386.53,56,0,1,0.644355929,Medium Risk – 15% Discount Email
14116,23,2,628.87,28,0,0,0.521158004,Low Risk – Engagement Campaign
14117,74,1,90,0,0,1,0.631912752,Medium Risk – 15% Discount Email
14124,15,1,419.58,0,0,1,0.589483365,Low Risk – Engagement Campaign
14125,9,1,1295.43,0,0,0,0.584766541,Low Risk – Engagement Campaign
14127,53,3,709.71,187,0,1,0.425705015,Low Risk – Engagement Campaign
14128,186,1,305.54,0,0,0,0.706444395,Medium Risk – 15% Discount Email
14129,26,3,726.23,165,0,0,0.41295106,Low Risk – Engagement Campaign
14130,249,1,480.91,0,0,1,0.744230918,Medium Risk – 15% Discount Email
14132,18,6,1900.2,96,0,0,0.253889614,No Action
14133,60,3,605.64,186,0.017241379,1,0.433613349,Low Risk – Engagement Campaign
14135,6,11,3514.32,297,0,0,0.062834458,No Action
14141,4,2,489.31,31,0.067873303,0,0.515393011,Low Risk – Engagement Campaign
14142,303,1,311.81,0,0,1,0.774052684,Medium Risk – 15% Discount Email
14143,64,1,115.8,0,0,1,0.624854803,Medium Risk – 15% Discount Email
14145,87,3,2851.2,60,0.208333333,0,0.521207808,Low Risk – Engagement Campaign
14146,12,4,2965.84,275,0.310073157,0,0.346742605,No Action
14147,8,2,483.4,207,0,1,0.45078601,Low Risk – Engagement Campaign
14148,164,1,157.2,0,0,1,0.692534987,Medium Risk – 15% Discount Email
14149,151,1,446.62,0,0.408256881,1,0.731256361,Medium Risk – 15% Discount Email
14150,290,1,306.18,0,0,0,0.767117437,Medium Risk – 15% Discount Email
14152,6,2,621.29,158,0.016877637,1,0.46770023,Low Risk – Engagement Campaign
14154,169,2,1345.62,0,0,1,0.636771897,Medium Risk – 15% Discount Email
14155,197,1,118.75,0,0,1,0.713341515,Medium Risk – 15% Discount Email
14156,1,43,104555.87,300,0.01508671,0,1.22E-05,No Action
14157,216,1,269.18,0,0.059139785,0,0.731435593,Medium Risk – 15% Discount Email
14159,12,8,3119.73,280,0.004676259,0,0.133906346,No Action
14161,146,3,1097.62,153,0,1,0.506442703,Low Risk – Engagement Campaign
14162,104,2,289.36,118,0,1,0.552427373,Low Risk – Engagement Campaign
14163,18,4,2445.91,151,0,1,0.348893096,No Action
14164,1,2,1631.77,10,0,1,0.510142846,Low Risk – Engagement Campaign
14165,206,1,120.44,0,0,1,0.718863884,Medium Risk – 15% Discount Email
14167,95,3,389.85,166,0,0,0.463985833,Low Risk – Engagement Campaign
14171,28,1,363.79,0,0,1,0.598965608,Low Risk – Engagement Campaign
14173,150,1,114.04,0,0,0,0.683478524,Medium Risk – 15% Discount Email
14175,102,2,1205.99,158,0.071884984,0,0.547435908,Low Risk – Engagement Campaign
14176,228,4,576.9,70,0.009569378,1,0.531339784,Low Risk – Engagement Campaign
14177,17,4,549.46,93,0.004901961,1,0.367157415,No Action
14178,29,3,477.29,84,0,0,0.441509288,Low Risk – Engagement Campaign
14180,22,22,4258.92,281,0.014173228,0,0.003955155,No Action
14185,262,1,197.65,0,0,1,0.751709985,Medium Risk – 15% Discount Email
14188,2,5,1717.96,238,0.005081301,0,0.259730231,No Action
14189,27,11,3267.92,272,0.004044118,0,0.06893246,No Action
14191,11,8,2525.29,139,0.003174603,0,0.156696837,No Action
14193,200,1,422.54,0,0,0,0.715094505,Medium Risk – 15% Discount Email
14194,6,14,6975.96,232,0.013531441,0,0.032119668,No Action
14195,132,2,1012,50,0.076315789,1,0.605090582,Medium Risk – 15% Discount Email
14196,37,1,335.52,0,0,1,0.605483755,Medium Risk – 15% Discount Email
14198,17,3,528.8,152,0.024390244,0,0.413926113,Low Risk – Engagement Campaign
14199,149,1,185.4,0,0,1,0.682801374,Medium Risk – 15% Discount Email
14201,11,6,627.14,278,0.027149321,0,0.210313753,No Action
14205,195,1,222.9,0,0.825396825,0,0.797030539,Medium Risk – 15% Discount Email
14206,169,1,328.16,0,0.007246377,1,0.696542347,Medium Risk – 15% Discount Email
14208,25,1,151.74,0,0,1,0.596866923,Low Risk – Engagement Campaign
14209,51,5,1876.33,211,0.00456621,0,0.296456942,No Action
14210,36,6,1905.84,265,0.001315789,1,0.223256642,No Action
14211,11,7,1339.09,214,0.012987013,0,0.180766355,No Action
14212,20,1,1070.48,0,0,1,0.59288911,Low Risk – Engagement Campaign
14214,87,3,899.16,121,0.004470939,0,0.473245157,Low Risk – Engagement Campaign
14215,8,5,1343.91,290,0.00472255,0,0.250157851,No Action
14217,5,12,1469.67,292,0.018223235,0,0.049770518,No Action
14220,178,2,632.4,110,0,1,0.60919411,Medium Risk – 15% Discount Email
14221,11,8,3088.89,258,0.000496771,0,0.136694384,No Action
14222,107,1,683.17,0,0,1,0.65455705,Medium Risk – 15% Discount Email
14223,23,3,991.13,171,0.003418803,1,0.409199572,Low Risk – Engagement Campaign
14224,41,4,1009.73,209,0,1,0.347713223,No Action
14226,1,3,1877.77,198,0.006024096,0,0.384768976,No Action
14227,16,9,3031.9,198,0.003674219,0,0.118109044,No Action
14229,222,2,762.13,41,0.066006601,0,0.669278351,Medium Risk – 15% Discount Email
14231,114,3,925.71,104,0.017114914,1,0.500985312,Low Risk – Engagement Campaign
14232,46,4,1573.33,149,0.001996008,0,0.369519337,No Action
14233,142,3,959.1,105,0,0,0.519364621,Low Risk – Engagement Campaign
14235,6,5,3144.86,185,0,1,0.274854978,No Action
14236,11,2,490.86,291,0,1,0.425624212,Low Risk – Engagement Campaign
14237,304,1,161,0,0,1,0.774620671,Medium Risk – 15% Discount Email
14238,257,1,146.85,0,0,1,0.748897047,Medium Risk – 15% Discount Email
14239,2,10,2219.39,245,0.007751938,0,0.085073392,No Action
14240,156,1,226.85,0,0,0,0.687346277,Medium Risk – 15% Discount Email
14241,114,1,213.7,0,0,1,0.65948119,Medium Risk – 15% Discount Email
14242,165,2,280.55,91,0,1,0.605968096,Medium Risk – 15% Discount Email
14243,26,8,2305.95,270,0.016488846,0,0.141428343,No Action
14245,150,2,1693.45,43,0.005122951,1,0.610496625,Medium Risk – 15% Discount Email
14246,41,3,1474.06,135,0,1,0.433420361,Low Risk – Engagement Campaign
14247,209,1,136.77,0,0,1,0.72068533,Medium Risk – 15% Discount Email
14248,249,1,302.58,0,0,1,0.744283119,Medium Risk – 15% Discount Email
14250,20,1,1228.83,0,0,0,0.592830328,Low Risk – Engagement Campaign
14256,191,2,969.06,104,0.009661836,1,0.621521195,Medium Risk – 15% Discount Email
14257,54,4,2725.84,195,0,0,0.360323963,No Action
14258,20,8,11298.38,247,0.000324465,0,0.140154875,No Action
14259,72,1,120,0,0,1,0.630496665,Medium Risk – 15% Discount Email
14261,9,1,943.75,0,0,0,0.584897861,Low Risk – Engagement Campaign
14262,15,4,1379.3,156,0,0,0.345710736,No Action
14264,85,2,333.97,90,0.057142857,1,0.555313677,Low Risk – Engagement Campaign
14265,40,2,530.18,39,0,1,0.530357084,Low Risk – Engagement Campaign
14267,93,3,1516.24,97,0.130188679,1,0.503064343,Low Risk – Engagement Campaign
14270,262,1,492.65,0,0,1,0.7516253,Medium Risk – 15% Discount Email
14271,156,1,112.32,0,0,1,0.687384128,Medium Risk – 15% Discount Email
14272,4,2,437.96,180,0,1,0.456675794,Low Risk – Engagement Campaign
14273,67,3,450.05,106,0,0,0.462710413,Low Risk – Engagement Campaign
14276,29,3,1119.74,191,0.028225806,1,0.410485242,Low Risk – Engagement Campaign
14277,143,1,1629.03,0,0,0,0.678381638,Medium Risk – 15% Discount Email
14280,127,1,134.04,0,0,1,0.668264644,Medium Risk – 15% Discount Email
14282,12,10,2768.84,286,0,0,0.082819202,No Action
14284,17,1,252.1,0,0.057142857,0,0.598720015,Low Risk – Engagement Campaign
14285,6,2,1253.43,100,0,0,0.484262066,Low Risk – Engagement Campaign
14286,173,1,2050.08,0,0.01001001,0,0.698856955,Medium Risk – 15% Discount Email
14287,129,2,83.28,0,0.115740741,0,0.624200254,Medium Risk – 15% Discount Email
14288,144,1,426.6,0,0.005319149,1,0.680091386,Medium Risk – 15% Discount Email
14289,65,5,832.78,154,0,0,0.321385517,No Action
14290,12,2,1071.1,280,0.006711409,0,0.43063289,Low Risk – Engagement Campaign
14291,51,7,2355.54,154,0.00067659,0,0.210918392,No Action
14292,19,5,3143.95,194,0.016468435,0,0.282198422,No Action
14293,78,3,739.41,221,0,0,0.433148027,Low Risk – Engagement Campaign
14297,205,1,232.6,0,0,0,0.718218529,Medium Risk – 15% Discount Email
14298,3,41,44237.46,288,0,0,2.30E-05,No Action
14299,9,6,2843.49,287,0.113367174,0,0.214821058,No Action
14301,48,1,640.14,0,0.00990099,1,0.614590376,Medium Risk – 15% Discount Email
14304,153,1,383.45,0,0.611510791,1,0.754173794,Medium Risk – 15% Discount Email
14305,2,3,1858.96,64,0.018365473,1,0.429992307,Low Risk – Engagement Campaign
14306,16,1,1702.94,0,0.002181025,0,0.59003176,Low Risk – Engagement Campaign
14307,19,6,2995.72,284,0,1,0.20987383,No Action
14309,24,7,1633.7,264,0.011666667,0,0.176629619,No Action
14311,173,1,310.26,0,0.143835616,1,0.714940627,Medium Risk – 15% Discount Email
14312,22,5,1047.19,245,0,0,0.269317513,No Action
14314,37,1,120,0,0,1,0.605562926,Medium Risk – 15% Discount Email
14315,60,5,1550.15,137,0,0,0.322766341,No Action
14320,137,2,477.79,126,0.264615385,1,0.610030047,Medium Risk – 15% Discount Email
14321,4,4,1230.59,259,0,0,0.308451677,No Action
14323,45,2,605.06,123,0.028571429,1,0.510319691,Low Risk – Engagement Campaign
14326,173,1,183.85,0,0.038834951,1,0.70284401,Medium Risk – 15% Discount Email
14327,94,1,311.65,0,0,1,0.645761873,Medium Risk – 15% Discount Email
14329,39,4,3485.03,220,0.005494505,0,0.342889477,No Action
14331,55,2,462.66,10,0,1,0.551164437,Low Risk – Engagement Campaign
14332,78,1,119.04,0,0,0,0.634706344,Medium Risk – 15% Discount Email
14334,24,7,2328.71,264,0.000626174,0,0.17557721,No Action
14335,27,1,347.5,0,0,0,0.59824634,Low Risk – Engagement Campaign
14336,129,3,1114.39,77,0,0,0.518768482,Low Risk – Engagement Campaign
14338,92,2,588.22,35,0.017910448,1,0.572922513,Low Risk – Engagement Campaign
14339,173,1,309.52,0,0.107142857,1,0.710733436,Medium Risk – 15% Discount Email
14340,149,1,134.7,0,0,1,0.682818261,Medium Risk – 15% Discount Email
14341,61,6,1139.52,188,0.002820874,0,0.255916922,No Action
14342,68,2,419.74,73,0.056818182,0,0.548114401,Low Risk – Engagement Campaign
14344,58,8,889.93,241,0,1,0.157688855,No Action
14346,51,2,1021.58,176,0,1,0.493135591,Low Risk – Engagement Campaign
14348,190,1,409.57,0,0,1,0.708909081,Medium Risk – 15% Discount Email
14350,205,1,282.93,0,0.092896175,1,0.728614146,Medium Risk – 15% Discount Email
14351,95,1,51,0,0,1,0.646543683,Medium Risk – 15% Discount Email
14352,88,4,1078.96,116,0,1,0.409957118,Low Risk – Engagement Campaign
14353,145,1,90.6,0,0,1,0.680212261,Medium Risk – 15% Discount Email
14355,296,1,174.4,0,0,1,0.770373177,Medium Risk – 15% Discount Email
14356,10,2,701.23,1,0.025270758,1,0.523795363,Low Risk – Engagement Campaign
14359,18,1,483.39,0,0,0,0.591649268,Low Risk – Engagement Campaign
14360,25,1,1124.49,0,0,0,0.59650691,Low Risk – Engagement Campaign
14364,39,8,3717.35,102,0,1,0.17464022,No Action
14367,6,12,6916.24,200,0.008515815,0,0.055294344,No Action
14368,250,1,155,0,0,1,0.744900333,Medium Risk – 15% Discount Email
14371,225,1,100.5,0,0,1,0.730313985,Medium Risk – 15% Discount Email
14373,289,1,76.55,0,0,1,0.766640929,Medium Risk – 15% Discount Email
14375,116,1,235.56,0,0,1,0.660828073,Medium Risk – 15% Discount Email
14377,122,2,617.05,70,0,1,0.581248149,Low Risk – Engagement Campaign
14379,226,1,110.98,0,0,0,0.730904922,Medium Risk – 15% Discount Email
14383,94,1,242.09,0,0,0,0.645786343,Medium Risk – 15% Discount Email
14386,227,1,142.4,0,0,1,0.731488714,Medium Risk – 15% Discount Email
14387,5,2,929.74,34,0,0,0.505484208,Low Risk – Engagement Campaign
14388,22,6,2277.77,281,0.002159827,0,0.212429571,No Action
14389,121,1,311.14,0,0.063492063,0,0.672062807,Medium Risk – 15% Discount Email
14390,75,4,1590.71,228,0.00405954,0,0.365803041,No Action
14393,148,1,67.95,0,0,1,0.682186407,Medium Risk – 15% Discount Email
14395,9,7,2610.38,293,0.00233463,0,0.163861098,No Action
14396,302,1,110.35,0,0,0,0.77357859,Medium Risk – 15% Discount Email
14397,10,11,1089.24,133,0.003768844,0,0.078190631,No Action
14400,80,1,574.7,0,0.008810573,1,0.637084591,Medium Risk – 15% Discount Email
14401,11,11,3384.88,279,0,0,0.06517888,No Action
14403,61,4,1475.81,116,0.011560694,1,0.391793915,No Action
14404,39,5,1322.52,260,0.010403121,0,0.276630158,No Action
14406,49,1,156.75,0,0,1,0.614167639,Medium Risk – 15% Discount Email
14407,38,6,2157.73,169,0.002120141,1,0.247216095,No Action
14408,25,6,2290.81,169,0,0,0.239732098,No Action
14409,1,6,2059.45,297,0.058536585,1,0.203751425,No Action
14410,23,9,1100.27,213,0.425044092,1,0.145518732,No Action
14411,241,1,1063,0,0,1,0.739434753,Medium Risk – 15% Discount Email
14412,3,1,462.45,0,0,0,0.580674167,Low Risk – Engagement Campaign
14413,293,1,121.05,0,0,1,0.768781911,Medium Risk – 15% Discount Email
14414,22,7,1496.98,267,0.001194268,1,0.174362624,No Action
14415,28,9,3766.13,262,0.017797553,0,0.113826567,No Action
14418,38,1,150.44,0,0,0,0.606272522,Medium Risk – 15% Discount Email
14419,4,3,540.79,291,0,0,0.357825249,No Action
14420,29,1,387.52,0,0.002994012,1,0.600084263,Medium Risk – 15% Discount Email
14421,142,1,455.18,0,0,0,0.678116867,Medium Risk – 15% Discount Email
14422,1,3,2318.13,196,0,0,0.384437063,No Action
14423,149,1,265.2,0,0,1,0.682774793,Medium Risk – 15% Discount Email
14426,71,6,2885.58,172,0.21584529,0,0.289199833,No Action
14428,10,3,534.12,245,0.020618557,0,0.378902906,No Action
14431,233,1,470.36,0,0.046153846,1,0.739938699,Medium Risk – 15% Discount Email
14432,20,1,249.17,0,0,0,0.593193949,Low Risk – Engagement Campaign
14434,3,1,310.8,0,0,0,0.580730953,Low Risk – Engagement Campaign
14436,29,1,89.06,0,0,1,0.599791888,Low Risk – Engagement Campaign
14437,296,1,63,0,0.016666667,1,0.772050723,Medium Risk – 15% Discount Email
14438,237,1,131.9,0,0,1,0.73737908,Medium Risk – 15% Discount Email
14439,250,1,2661.24,0,0,1,0.744167224,Medium Risk – 15% Discount Email
14440,3,3,1558.73,292,0,0,0.356468642,No Action
14441,25,2,697.4,160,0.04245283,0,0.484887924,Low Risk – Engagement Campaign
14442,135,2,1589.82,112,0.012448133,1,0.578587984,Low Risk – Engagement Campaign
14443,69,3,991.52,230,0.010510511,0,0.424920054,Low Risk – Engagement Campaign
14446,11,2,674.56,166,0,0,0.466445374,Low Risk – Engagement Campaign
14447,127,2,601.03,84,0,0,0.580413405,Low Risk – Engagement Campaign
14448,294,1,102.35,0,0,0,0.769323146,Medium Risk – 15% Discount Email
14449,177,2,399.91,125,0,0,0.60381684,Medium Risk – 15% Discount Email
14450,111,3,483.25,139,0,1,0.484908038,Low Risk – Engagement Campaign
14451,125,1,360,0,0,0,0.666847743,Medium Risk – 15% Discount Email
14452,24,1,127.37,0,0,0,0.59614942,Low Risk – Engagement Campaign
14453,121,1,119.93,0,0,1,0.664242282,Medium Risk – 15% Discount Email
14456,4,5,1820.82,68,0.00241838,0,0.306234493,No Action
14457,241,1,113.64,0,0,1,0.739715959,Medium Risk – 15% Discount Email
14459,86,1,1837.92,0,0,1,0.63967776,Medium Risk – 15% Discount Email
14460,41,3,434.34,200,0.013620885,1,0.414647173,Low Risk – Engagement Campaign
14461,78,3,2103.06,113,0,1,0.468031937,Low Risk – Engagement Campaign
